wall_time_s,completed_actions,total_actions,running
107.5,10,30,2
108.001,10,30,2
108.5,11,30,1
109.001,11,30,1
109.501,12,30,1
110,12,30,1
110.5,12,30,1
111,12,30,1
111.5,12,30,1
112,12,30,1
112.501,12,30,1
113,12,30,1
113.5,12,30,1
114,12,30,1
114.5,12,30,1
115,12,30,1
115.5,12,30,1
116,12,30,1
116.5,12,30,1
117,12,30,1
117.5,12,30,1
118,12,30,1
118.5,12,30,1
119,12,30,1
119.5,12,30,1
120,12,30,1
120.5,12,30,1
121,12,30,1
121.5,12,30,1
122,12,30,1
122.5,12,30,1
123,13,30,1
123.5,13,30,1
124,13,30,1
124.5,13,30,1
125.001,13,30,1
125.5,13,30,1
126.001,13,30,1
126.5,13,30,1
127.001,13,30,1
127.5,13,30,1
128,13,30,1
128.5,13,30,1
129,13,30,1
129.5,13,30,1
130,13,30,1
130.501,13,30,1
131,13,30,1
131.5,13,30,1
132,13,30,1
132.5,13,30,1
133,13,30,1
133.5,13,30,1
134,13,30,1
134.5,13,30,1
135,13,30,1
135.5,13,30,1
136,13,30,1
136.5,13,30,1
137,13,30,1
137.5,13,30,1
138,13,30,1
138.5,13,30,1
139,13,30,1
139.5,13,30,1
140,14,30,1
140.5,14,30,1
141,14,30,1
141.5,14,30,1
142,14,30,1
142.5,14,30,1
143,14,30,1
143.5,14,30,1
144,14,30,1
144.5,14,30,1
145,14,30,1
145.5,14,30,1
146,14,30,1
146.5,14,30,1
147,14,30,1
147.5,14,30,1
148,15,30,1
148.5,15,30,1
149,15,30,1
149.5,15,30,1
150,15,30,1
150.5,15,30,1
151,15,30,1
151.5,15,30,1
152,15,30,1
152.5,15,30,1
153,15,30,1
153.5,15,30,1
154,15,30,1
154.5,15,30,1
155,15,30,1
155.5,16,30,2
156,16,30,2
156.5,16,30,2
157,16,30,2
157.5,16,30,2
158,16,30,2
158.5,16,30,2
159,16,30,2
159.5,16,30,2
160,16,30,2
160.5,16,30,2
161,16,30,2
161.5,16,30,2
162,16,30,2
162.5,16,30,2
163,16,30,2
163.5,16,30,2
164,16,30,2
164.5,16,30,2
165,17,30,2
165.5,17,30,2
166,17,30,2
166.5,17,30,2
167,17,30,2
167.5,17,30,2
168,17,30,2
168.5,17,30,2
169,17,30,2
169.5,17,30,2
170,17,30,2
170.5,17,30,2
171,17,30,2
171.5,17,30,2
172,17,30,2
172.5,17,30,2
173,18,30,2
173.5,18,30,2
174,18,30,2
174.5,18,30,2
175,18,30,2
175.5,18,30,2
176,18,30,2
176.5,18,30,2
177,18,30,2
177.5,19,30,1
178,19,30,2
178.5,19,30,2
179,19,30,2
179.5,19,30,2
180,19,30,2
180.5,19,30,2
181,19,30,2
181.5,19,30,2
182,19,30,2
182.5,19,30,2
183,19,30,2
183.5,20,30,2
184,20,30,2
184.5,20,30,2
185,20,30,2
185.5,20,30,2
186,20,30,2
186.5,20,30,2
187,20,30,2
187.5,20,30,2
188,20,30,2
188.5,20,30,2
189,20,30,2
189.5,20,30,2
190,20,30,2
190.5,20,30,2
191,20,30,2
191.5,20,30,2
192,20,30,2
192.5,20,30,2
193,20,30,2
193.5,20,30,2
194,20,30,2
194.5,20,30,2
195,20,30,2
195.5,21,30,2
196,21,30,2
196.5,21,30,2
197,21,30,2
197.5,21,30,2
198,21,30,2
198.5,21,30,2
199,21,30,2
199.5,21,30,2
200,21,30,2
200.5,21,30,2
201,21,30,2
201.5,21,30,2
202,21,30,2
202.5,21,30,2
203,21,30,2
203.5,21,30,2
204,21,30,2
204.5,21,30,2
205,21,30,2
205.5,21,30,2
206,21,30,2
206.5,21,30,2
207,22,30,2
207.5,22,30,2
208,23,30,2
208.5,23,30,2
209,23,30,2
209.5,23,30,2
210,23,30,2
210.5,23,30,2
211,23,30,2
211.5,23,30,2
212,23,30,2
212.5,23,30,2
213,23,30,2
213.5,23,30,2
214,23,30,2
214.5,23,30,2
215,24,30,2
215.5,24,30,2
216,24,30,2
216.5,24,30,2
217,24,30,2
217.5,24,30,2
218,24,30,2
218.5,24,30,2
219,24,30,2
219.5,24,30,2
220,24,30,2
220.5,24,30,2
221.001,25,30,2
221.5,25,30,2
222,25,30,2
222.5,25,30,2
223,25,30,2
223.5,25,30,2
224,25,30,2
224.5,25,30,2
225,25,30,2
225.5,25,30,2
226,25,30,2
226.5,25,30,2
227,25,30,2
227.5,25,30,2
228,25,30,2
228.5,25,30,2
229,25,30,2
229.5,25,30,2
230,25,30,2
230.5,25,30,2
231,25,30,2
231.5,25,30,2
232,25,30,2
232.5,25,30,2
233,25,30,2
233.5,25,30,2
234,25,30,2
234.5,25,30,2
235,25,30,2
235.5,25,30,2
236,25,30,2
236.5,25,30,2
237,25,30,2
237.5,25,30,2
238,25,30,2
238.5,25,30,2
239,25,30,2
239.5,25,30,2
240,25,30,2
240.5,25,30,2
241,25,30,2
241.5,25,30,2
242,25,30,2
242.5,25,30,2
243,26,30,1
243.5,26,30,1
244,26,30,1
244.5,26,30,1
245,27,30,0
245.5,27,30,1
246,27,30,1
246.5,27,30,1
247,27,30,1
247.5,27,30,1
248,27,30,1
248.5,27,30,1
249,27,30,1
249.5,27,30,1
250,27,30,1
250.5,27,30,1
251,27,30,1
251.5,27,30,1
252,27,30,1
252.5,27,30,1
253,27,30,1
253.5,27,30,1
254,27,30,1
254.5,27,30,1
255,27,30,1
255.5,27,30,1
256,27,30,1
256.5,27,30,1
257,27,30,1
257.5,27,30,1
258,27,30,1
258.5,27,30,1
259,27,30,1
259.5,27,30,1
260,27,30,1
260.5,27,30,1
261,27,30,1
261.5,27,30,1
262,27,30,1
262.5,27,30,1
263,27,30,1
263.5,27,30,1
264,27,30,1
264.5,27,30,1
265,27,30,1
265.5,27,30,1
266,27,30,1
266.5,27,30,1
267,28,30,1
267.5,28,30,1
268,28,30,1
268.5,28,30,1
269,28,30,1
269.5,28,30,1
270,28,30,1
270.5,28,30,1
271,28,30,1
271.5,28,30,1
272,28,30,1
272.5,28,30,1
273,28,30,1
273.5,29,30,1
274.001,29,30,1
274.5,29,30,1
275,29,30,1
275.5,29,30,1
276,29,30,1
276.5,29,30,1
277,29,30,1
277.5,29,30,1
278,29,30,1
278.5,29,30,1
279,29,30,1
279.5,29,30,1
280,29,30,1
280.5,29,30,1
281,29,30,1
281.5,29,30,1
282,29,30,1
282.5,29,30,1
283,29,30,1
283.5,29,30,1
284,29,30,1
284.5,29,30,1
285,30,30,0
285.5,30,30,0
