wall_time_s,completed_actions,total_actions,running
86.0003,14,27,3
86.5005,14,27,3
87.0003,14,27,3
87.5003,14,27,3
88.0005,14,27,3
88.5004,14,27,3
89.0003,14,27,3
89.5003,14,27,3
90.0004,14,27,3
90.5004,14,27,3
91.0004,14,27,3
91.5003,14,27,3
92.0004,14,27,3
92.5003,14,27,3
93.0003,14,27,3
93.5003,15,27,2
94.0003,15,27,3
94.5003,15,27,3
95.0003,15,27,3
95.5003,15,27,3
96.0003,15,27,3
96.5004,15,27,3
97.0003,15,27,3
97.5003,15,27,3
98.0004,15,27,3
98.5004,15,27,3
99.0003,15,27,3
99.5003,16,27,3
100,16,27,3
100.5,16,27,3
101,16,27,3
101.5,16,27,3
102,17,27,2
102.501,17,27,3
103,17,27,3
103.501,18,27,3
104,18,27,3
104.5,18,27,3
105,18,27,3
105.5,18,27,3
106,18,27,3
106.5,18,27,3
107.001,18,27,3
107.5,18,27,3
108,18,27,3
108.502,18,27,3
109,18,27,3
109.5,18,27,3
110,18,27,3
110.5,18,27,3
111,18,27,3
111.5,18,27,3
112,18,27,3
112.5,18,27,3
113,18,27,3
113.5,18,27,3
114,18,27,3
114.501,18,27,3
115,18,27,3
115.5,18,27,3
116,18,27,3
116.5,18,27,3
117,18,27,3
117.5,18,27,3
118,19,27,2
118.5,19,27,2
119,19,27,2
119.5,19,27,2
120,19,27,2
120.5,19,27,2
121,20,27,2
121.5,20,27,2
122,20,27,2
122.5,20,27,2
123,20,27,2
123.5,20,27,2
124,21,27,2
124.5,21,27,2
125,21,27,2
125.5,21,27,2
126,21,27,2
126.5,21,27,2
127,21,27,2
127.5,21,27,2
128,21,27,2
128.5,21,27,2
129,21,27,2
129.5,21,27,2
130,21,27,2
130.5,21,27,2
131.001,21,27,2
131.5,21,27,2
132,21,27,2
132.5,21,27,2
133,21,27,2
133.5,21,27,2
134,21,27,2
134.5,21,27,2
135,21,27,2
135.5,21,27,2
136,21,27,2
136.5,21,27,2
137,21,27,2
137.5,21,27,2
138,21,27,2
138.5,21,27,2
139,21,27,2
139.5,21,27,2
140,21,27,2
140.5,21,27,2
141,21,27,2
141.5,21,27,2
142,21,27,2
142.5,21,27,2
143,22,27,2
143.5,22,27,2
144,22,27,2
144.5,22,27,2
145.001,22,27,2
145.5,23,27,1
146,23,27,1
146.5,23,27,1
147,23,27,1
147.5,23,27,1
148.003,23,27,1
148.5,23,27,1
149,23,27,1
149.5,23,27,1
150.005,23,27,1
150.5,23,27,1
151,24,27,0
151.5,24,27,1
152,24,27,1
152.5,24,27,1
153,24,27,1
153.5,24,27,1
154,24,27,1
154.5,24,27,1
155,24,27,1
155.5,24,27,1
156,24,27,1
156.5,24,27,1
157,24,27,1
157.5,24,27,1
158,24,27,1
158.5,24,27,1
159,24,27,1
159.5,24,27,1
160,24,27,1
160.5,24,27,1
161,24,27,1
161.5,24,27,1
162,24,27,1
162.5,24,27,1
163,24,27,1
163.5,24,27,1
164,24,27,1
164.5,24,27,1
165,24,27,1
165.5,24,27,1
166,24,27,1
166.5,24,27,1
167,24,27,1
167.5,24,27,1
168,24,27,1
168.5,24,27,1
169,24,27,1
169.5,24,27,1
170,24,27,1
170.5,24,27,1
171,24,27,1
171.5,24,27,1
172,25,27,1
172.5,25,27,1
173,25,27,1
173.5,25,27,1
174,25,27,1
174.5,25,27,1
175,25,27,1
175.5,25,27,1
176,25,27,1
176.5,25,27,1
177,25,27,1
177.5,25,27,1
178,25,27,1
178.5,25,27,1
179,25,27,1
179.5,26,27,0
180,26,27,1
180.5,26,27,1
181,26,27,1
181.5,26,27,1
182,26,27,1
182.5,26,27,1
183,26,27,1
183.5,26,27,1
184,26,27,1
184.5,26,27,1
185,26,27,1
185.5,26,27,1
186,26,27,1
186.5,26,27,1
187,26,27,1
187.5,26,27,1
188,26,27,1
188.5,26,27,1
189,26,27,1
189.5,26,27,1
190,26,27,1
190.5,26,27,1
191,26,27,1
191.5,27,27,0
192,27,27,0
